ticker,name,locale,currency 
GNKKF,Gentrack Group Limited,US,USD
GNKWF,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 (Marshall Islands),US,USD
GNL,"Global Net Lease, Inc.",US,USD
GNL-A,"Global Net Lease, Inc. 7.25% Series A Cumulative Redeemable Preferred Stock, $0.01 par value per sha",US,USD
GNL-B,"Global Net Lease, Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock",US,USD
GNLAF,Genesis Land Development Corporation Canada Ordinary Shares,US,USD
GNLKQ,"Genelink, Inc. Common Stock",US,USD
GNLN,"Greenlane Holdings, Inc. Class A Common Stock",US,USD
GNMA,iShares GNMA Bond ETF,US,USD
GNMK,"GenMark Diagnostics, Inc. Common Stock",US,USD
GNMLF,Genoma Lab International SAB DE CV Ordinary Shares (Mexico),US,USD
GNMNF,General Mining Corporation Ltd,US,USD
GNMP,General Chemical Group Inc.  (The) Common Stock,US,USD
GNMSF,Genmab A/S Ordinary Shares,US,USD
GNMX,Aevi Genomic Medicine Inc,US,USD
GNNDY,GN Store Nord A/S ADR (Denmark),US,USD
GNNSF,Genscript Biotech Corp Ordinary Shares (Cayman Islands),US,USD
GNNT,Geant Corp Common Stock,US,USD
GNNTD,Cannabis Suisse Corp,US,USD
GNOG,"Golden Nugget Online Gaming, Inc. Class A Common Stock",US,USD
GNOGW,"Golden Nugget Online Gaming, Inc. Warrant",US,USD
GNOLF,Genoil Inc. Ordinary Shares (Canada),US,USD
GNOM,Global X Funds Global X Genomics & Biotechnology ETF,US,USD
GNOW,"American CareSource Holdings, Inc. Common Stock",US,USD
GNPG,"Green Planet Group, Inc. Common Stock",US,USD
GNPK,Genesis Park Acquisition Corp.,US,USD
GNPK U,"Genesis Park Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-half of",US,USD
GNPK.WS,"Genesis Park Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Class A o",US,USD
GNPR,Genius Products Inc Common Stock New,US,USD
GNPT,"Green Parts International, Inc. Common Stock",US,USD
GNPWF,Bluesky Digital Assets Corp,US,USD
GNPX,"Genprex, Inc. Common Stock",US,USD
GNR,SPDR S&P Global Natural Resources ETF,US,USD
GNRC,GENERAC HOLDINGS INC,US,USD
GNRD,"General DataComm Industries, Inc. New Common Stock",US,USD
GNRRF,Geneuro SA Ordinary Shares (Switzerland),US,USD
GNRS,Greenrose Acquisition Corp. Common Stock,US,USD
GNRSU,Greenrose Acquisition Corp. Unit,US,USD
GNRSW,Greenrose Acquisition Corp. Warrant,US,USD
GNRT,Gener8 Maritime Inc,US,USD
GNRV,Grand River Commerce Inc. Common Stock,US,USD
GNRX,VanEck Vectors Generic Drugs ETF,US,USD
GNSG,"GNS Group, Inc. Common",US,USD
GNSLF,Green Seal Holding Limited,US,TWD
GNSS,Genasys Inc. Common Stock,US,USD
GNT,"GAMCO Natural Resources, Gold & Income Trust",US,USD
GNT-A,"GAMCO Natural Resources, Gold & Income Trust 5.2 Percent Series A Cumulative Preferred Shares (Liqui",US,USD
GNTLF,Genetic Technologies Ltd Ordinary Shares,US,USD
GNTOF,Gentor Resources Inc. Common Shares,US,USD
GNTP,Global Entertainment Corp.,US,USD
GNTPD,CXJ Group Co Ltd,US,USD
GNTRF,Genterra Capital Inc,US,USD
GNTW,Globe Net Wireless Corp. Common Stock,US,USD
GNTX,Gentex Corporation Common Stock,US,USD
GNTY,"Guaranty Bancshares, Inc. Common Stock",US,USD
GNUS,"Genius Brands International, Inc. Common Stock",US,USD
GNVC,Genvec Inc.,US,USD
GNVN,CAPGO Financial Group Inc,US,USD
GNW,"Genworth Financial, Inc.",US,USD
GNWSD,Stagezero Life Sciences Ltd Common Shares,US,USD
GNWSF,Stagezero Life Sciences Ltd Common Shares,US,USD
GNWTY,GENWORTH MTG INS AUSTRALIA LTD American Depositary Receipts - Unsponsored (Australia),US,USD
GNXCF,Genexin Co Ltd Ordinary Shares (South Korea),US,USD
GNXP,Guinness Exploration Inc,US,USD
GNXPD,Fastbase Inc,US,USD
GNYPF,Gainey Capital Corp. Ordinary Shares (Canada),US,USD
GNZLF,Gunze Ltd Ordinary Shares (Japan),US,USD
GNZR,"Generation Zero Gorup, Inc. Common Stock",US,USD
GNZUF,GUANGZHOU AUTOMOBILE GROUP CO LTD Ordinary Shares,US,USD
GNZUY,"Guangzhou Automobile Group Co., Ltd American Depositary Shares representing Shares H (Unsponsored ) (China)",US,USD
GO,Grocery Outlet Holding Corp. Common Stock,US,USD
GOAC,GO Acquisition Corp. Class A Common Stock,US,USD
GOAC U,"GO Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-third of on",US,USD
GOAC.WS,"GO Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A Common Stock",US,USD
GOAQ,Golden Acquisition Corp Common Stock,US,USD
GOAT,VanEck Vectors Morningstar Global Wide Moat ETF,US,USD
GOAU,US Global GO Gold and Precious Metal Miners ETF,US,USD
GOBK,Globalink Ltd,US,USD
GOBKD,Chykingyoung Invt Dev Hldgs Inc.,US,USD
GOBLF,Globo Plc,US,USD
GOBPY,Globo Plc,US,USD
GOCH,"Geeks On Call Holdings, Inc. Common Stock",US,USD
GOCO,"GoHealth, Inc. Class A Common Stock",US,USD
GOCOF,Go Metals Corp Common Shares,US,USD
GODYD,Deer Horn Capital Inc,US,USD
GODYF,"Deer Horn Capital, Inc. Ordinary Shares",US,USD
GODZF,GOLDHILLS HLDG LTD Ordinary Shares,US,USD
GOED,1847 Goedeker Inc.,US,USD
GOEV,Canoo Inc. Class A Common Stock,US,USD
GOEVW,Canoo Inc. Warrant,US,USD
GOEX,Global X Gold Explorers ETF (NEW),US,USD
GOF,Guggenheim Strategic Opportunities Fund,US,USD
GOFF,Goff Corp  Common Stock,US,USD
GOFPY,Greek Organisation of Football Prognostics SA Unsponsored ADR (Greece),US,USD
GOGI,"General Oil & Gas, Inc.",US,USD
GOGL,Golden Ocean Group Limited Common Stock,US,USD
GOGO,Gogo Inc. Common Stock,US,USD
GOGR,Go Green Global Technologies Corp. Common Stock,US,USD
GOGY,Golden Grail Technology Corp Common Stock,US,USD
GOHE,Global Trac Solutions Inc,US,USD
GOHED,Global Trac Solutions Inc,US,USD
GOHG,Global Holdings Inc,US,USD
GOIG,GoIP Global Inc Common Stock New,US,USD
GOIGD,"TransWorld Holdings, Inc. Common Stock",US,USD
GOL,Gol Linhas Aereas Inteligentes S.A. American Depositary Shares (Each representing Ten Preferred Shar,US,USD
GOLCF,Golconda Resources Ltd.,US,USD
GOLD,Barrick Gold Corp.,US,USD
GOLDF,Bhang Inc,US,USD
GOLF,Acushnet Holdings Corp.,US,USD
GOLHF,Delta Res Ltd. Ordinary Shares,US,USD
GOLWF,GoldMining Inc,US,USD
GOLXF,GOLDEN LAKE EXPL INC Common Shares,US,USD
GOMO,Sungy Mobile Ltd,US,USD
GOMRF,"Geomega Resources, Inc. Ordinary Shares (Canada)",US,USD
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,US,USD
GOODM,Gladstone Commercial Corporation Series D Cumulative Redeemable Preferred Stock,US,USD
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,US,USD
GOODO,Gladstone Commercial Corp,US,USD
GOODP,Gladstone Commercial Corp,US,USD
GOOG,Alphabet Inc. Class C Capital Stock,US,USD
GOOGL,Alphabet Inc. Class A Common Stock,US,USD
GOOI,"Gooi Global, Inc. Common Stock",US,USD
GOOLD,AQUARIUS AI INC Common Shares,US,USD
GOOLF,AQUARIUS AI INC Common Shares,US,USD
GOOO,"GoooGreen, Inc. Common Stock",US,USD
GOOOD,WINNERS INC Common Stock,US,USD
GOOS,Canada Goose Holdings Inc.,US,USD
GOOXF,Givot Olam Oil Exploration LP 1993 Ordinary Shares,US,USD
GOP,Games Operators S.A.,US,PLN
GOPG,Go-Page Corporation.  Common Stock,US,USD
GOPH,GBT Technologies Inc,US,USD
GOPHD,GBT Technologies Inc,US,USD
GOPPF,Gourmet Ocean Products Inc Ordinary Shares (Canada),US,USD
GORAF,Goldrea Resources Corporation Common Shares,US,USD
GORID,Golden Ridge Resources Ltd,US,USD
GORIF,GOLDEN RIDGE RESOURCES  Common Shares,US,USD
GORL,Gordon (I) Corp Common Stock,US,USD
GORO,Gold Resource Corporation,US,USD
GORV,Golden River Resources Corporation,US,USD
GOSS,"Gossamer Bio, Inc. Common Stock",US,USD
GOSY,Geckosystems Intl Corp Common Stock,US,USD
GOTNF,GOTENEHUS GROUP AB SHS -B - Ordinary Shares,US,USD
GOTRD,Goliath Resources Ltd,US,USD
GOTRF,GOLIATH RESOURCES LTD Ordinary Shares,US,USD
GOTWF,GO2 People Ltd. Ordinary Shares (Australia),US,USD
GOVB,"Gouverneur Bancorp, Inc. Common Stock",US,USD
GOVT,iShares U.S. Treasury Bond ETF,US,USD
GOVX,"GeoVax Labs, Inc. Common Stock",US,USD
GOVXD,"GeoVax Labs, Inc. Common Stock",US,USD
GOVXW,"GeoVax Labs, Inc. Warrants",US,USD
GOVZ,iShares 25+ Year Treasury STRIPS Bond ETF,US,USD
GP,GreenPower Motor Company Inc. Common Shares,US,USD
GPACF,Geopacific Resources NL Ordinary Shares (Austrailia),US,USD
GPACU,Global Partner Acquisition Corp II Unit,US,USD
GPAEF,Grupo Aeropuerto del Pacifico Sa De Cv Shares -B- (Mexico),US,USD
GPAGF,Gruma SAB de CV Gruma Shares -B- (Mexico),US,USD
GPAQ,Gordon Pointe Acquisition Corp. Class A Common Stock,US,USD
GPAQU,Gordon Pointe Acquisition Corp. Unit,US,USD
GPAQW,Gordon Pointe Acquisition Corp. Warrant,US,USD
GPBI,"Golden Pacific Bancorp, Inc. Common Stock",US,USD
GPBIF,GP Batteries International Ltd,US,USD
GPC,Genuine Parts Company,US,USD
GPCMQ,Grandparents.com Inc,US,USD
GPDB,Green PolkaDot Box Incorporated. Common Stock,US,USD
GPDNF,Groupe Danone Fgn Ordinary Shares,US,USD
GPEAF,Great Portland Estates Common Shares,US,USD
GPEDF,GEDI Gruppo Editoriale SPA Ordinary Shares,US,USD
GPEDY,Gruppo Editoriale L`Espresso Spa,US,USD
GPEFF,Groupe Flo,US,USD
GPELL,Great Plains Ethanol LLC Capital Unit Class E,US,USD
GPEOL,Great Plains Ethanol LLC Capital Unit Class C,US,USD
GPEOU,Great Plains Ethanol LLC Cap Unit Cl A,US,USD
GPFOF,Gropo Financiero Inbursa  SA de CV Series O Shares (Mexico),US,USD
GPFOY,Gropo Financiero Inbursa  SA de CV American Depositary Shares representing Series O Shares,US,USD
GPFT,GRAPEFRUIT USA INC Common Stock,US,USD
GPGC,Global Pole Trusion Group Corp. Common Stock,US,USD
GPGJY,"Grupo Gigante, S.A.B. DE C.V.",US,USD
GPGNF,Grupo Gigante SAB De Cv Ser B Ord Ordinary Shares,US,USD
GPGPY,Coats Group Plc,US,USD
GPGRF,Coats Group PLC  Other,US,USD
GPHBF,G6 Materials Corp Ordinary Shares,US,USD
GPHDF,Global Ports Holding Plc,US,GBP
GPHEF,Graphite Enterprise Trust,US,USD
GPHG,"Global Pharm Holdings Group, Inc. Common Stock",US,USD
GPHOD,Graphite One Resources Inc,US,USD
GPHOF,Graphite One Inc Common Shares,US,USD
GPHYF,Gryphon Minerals limited,US,USD
GPI,"Group 1 Automotive, Inc.",US,USD
GPIC,Gaming Partners International Corp.,US,USD
GPIIF,GP Investments Ltd Shares -A- Cert Deposito Representing 1 Share -A- (Bermuda),US,USD
GPINF,Gold Peak Industries (Holdings) Ltd.,US,USD
GPINY,Gold Peak Industries (Holdings) Ltd.,US,USD
GPIW,"Grand Perfecta, Inc. Common Stock",US,USD
GPJA,"Georgia Power Company Series 2017A 5.00 Percent Junior Subordinated Notes due October 1, 2077",US,USD
GPK,Graphic Packaging Holding Company,US,USD
GPKE,"Graystone Park Enterprises, Inc. Common Stock",US,USD
GPKUF,Grand Peak Capital Corp. Common Shares,US,USD
GPL,Great Panther Mining Limited,US,USD
GPLA,"Gameplan, Inc. Common Stock",US,USD
GPLB,Green Planet Bioengineering Co. Ltd. Common Stock,US,USD
GPLH,Game Plan Holdings Inc,US,USD
GPLPF,Group Lease Public Co Ltd Shs Foreign Registered (Thailand),US,USD
GPLS,Geopulse Exploration Inc. Common Stock,US,USD
GPM,Guggenheim Enhanced Equity Income Fund,US,USD
GPMCF,Grupo Modelo S A de C V Ordinary -C- Shares (Mexico),US,USD
GPMMF,GOLDEN PROSPECT PRECIOUS METALS LTD SHS (Guernsey),US,USD
GPMNF,GOLD PLUS MNG INC Common Shares,US,USD
GPMT,Granite Point Mortgage Trust Inc. Common Stock,US,USD
GPMTD,GPM Metals Inc,US,USD
GPMTF,GPM Metals Inc. Ordinary Shares,US,USD
GPN,"Global Payments, Inc.",US,USD
GPNC,Grandpoint Capital Inc,US,USD
GPNE,Next Graphite Inc,US,USD
GPOLF,Grupa Lotos SA Ordinary Shares (Poland),US,USD
GPOOY,Grupo Carso S.A.,US,USD
GPOPF,PROMOTORA DE INFORMACIONES SA Ordinary Shares,US,USD
GPOR,Gulfport Energy Corporation Common Stock,US,USD
GPORQ,Gulfport Energy Corporation Common Stock,US,USD
GPOTF,Gold Port Corp Common Shares (Canada),US,USD
GPOVF,Grupo Carso Sa Spon 144a Adr Ordinary Shares,US,USD
GPOVY,Grupo Carso S A de C V Sponsored ADR representing Partn Ctf,US,USD
GPOX,GPO PLUS INC Common Stock,US,USD
GPP,Green Plains Partners LP Common Units,US,USD
GPPDF,Gippsland Limited,US,USD
GPPRF,Cerro De Pasco Res Inc Ordinary Shares,US,USD
GPPYF,Goodman Property Trust Units (New Zealand),US,USD
GPRC,Guanwei Recycling Corp. Common Stock,US,USD
GPRE,Green Plains Inc. Common Stock,US,USD
GPRHF,Aidigong Maternal & Child Health Ltd Ordinary Shares (Bermuda),US,USD
GPRK,GEOPARK LIMITED,US,USD
GPRO,"GoPro, Inc. Class A Common Stock",US,USD
GPS,"The Gap, Inc.",US,USD
GPSDF,Grupo Pochteca SAB de CV CL B Ordinary Shares,US,USD
GPSI,General Payment Systems Inc. NEW Common Stock,US,USD
GPT,Genuine Parts Co.,US,CHF
GPTC,Golden Patriot Corporation Common Stock,US,USD
GPTGF,GPT Group Stapled Security (Australia),US,USD
GPTRF,Grande Portage Resources Ltd Ordinary Shares,US,USD
GPTX,"Global Payment Technologies, Inc. Common Stock",US,USD
GPVRD,GREENPOWER MTR CO INC Ordinary Shares,US,USD
GPVRF,Greenpower Motor Co. Inc. Ordinary Shares (Canada),US,USD
GPVSY,Grupa Smt SA,US,USD
GPWVF,Gapwaves AB,US,SEK
GPX,GP Strategies Corp.,US,USD
GPXM,"Golden Phoenix Minerals, Inc. Common Stock",US,USD
GQMLF,Great Quest Fertilizer Ltd,US,USD
GQMND,Golden Queen Mining Co. Ltd.,US,USD
GQMNF,Golden Queen Mining Co. Ltd.,US,USD
GQMRF,Golden Queen Mining Co. Ltd.,US,USD
GQRE,FlexShares Global Quality Real Estate Index Fund,US,USD
GRA,W.R. Grace & Co.,US,USD
GRAF,Graf Industrial Corp. Common Stock,US,USD
GRAF U,"Graf Industrial Corp. Units, each consisting of One share of Common Stock and One redeemable Warrant",US,USD
GRAF.WS,"Graf Industrial Corp. Warrants (each exercisable for three-quarters of one share of common stock, ea",US,USD
GRAH,GRIFFIN-AMERICAN HEALTHCARE REIT III INC Common Stock,US,USD
GRAM,Grana y Montero S.A.A.,US,USD
GRAMF,TPCO HLDG CORP Ordinary Shares,US,USD
GRAS,Greenfield Farms Food Inc,US,USD
GRAY,"Graybug Vision, Inc. Common Stock",US,USD
GRBG,"Green Bridge Industries, Inc. Common Stock",US,USD
GRBIC,Gabelli RBI NextShares,US,USD
GRBICNX,GRBICNX,US,USD
GRBK,"Green Brick Partners, Inc. Common Stock",US,USD
GRBMF,Grupo Bimbo Sa A Ordinary Shares,US,USD
GRBS,Greer Bancshares Inc.,US,USD
GRBX,GreenBox POS Common Stock,US,USD
GRC,The Gorman-Rupp Company Common Shares,US,USD
GRCAF,GOLD SPRINGS RESOURCE CORP Ordinary Shares,US,USD
GRCK,GREY CLOAK TECH INC Common Stock,US,USD
GRCL,Gracell Biotechnologies Inc. American Depositary Shares,US,USD
GRCLF,Graincorp Limited Shs A Npv Ordinary Shares,US,USD
GRCO,Greenbelt Resources Corporation Common Stock,US,USD
GRCTF,GRACE TECHNOLOGY INC Ordinary Shares,US,USD
GRCU,Green Cures & Botanical Distribution Inc. Common Stock,US,USD
GRCV,Grand Capital Ventures Inc Common Stock,US,USD
GRCY,Greencity Acquisition Corporation Ordinary Shares,US,USD
GRCYU,Greencity Acquisition Corporation Unit,US,USD
GRCYW,Greencity Acquisition Corporation Warrants,US,USD
GRDAF,GUARDFORCE AI CO. LTD Ordinary Shares,US,USD
GRDDY,Grand City Pptys SA American Depository Receipt (Luxembourg),US,USD
GRDGF,G3 Exploration Limited,US,USD
GRDH,Guardian 8 Holdings,US,USD
GRDLF,Grindrod Ltd.,US,USD
GRDLY,Grindrod Ltd Unsponsored ADR (South Africa),US,USD
GRDNF,Grendene SA,US,USD
GRDO,"Grad, podjetje za svetovanje in in eniring d.d.",US,SIT
GRDOD,Forwardly Inc,US,USD
GRDSF,Groundstar Resources Limited Ordinary Shares,US,USD
GRDZF,Giordano International Ltd Ordinary Shares,US,USD
GREEF,Green Reit Plc Shs (Ireland),US,USD
GREK,Global X MSCI Greece ETF,US,USD
GREM,Grem U.S.A.,US,USD
GREMF,Eight Solutions Inc,US,USD
GREN,Greensmart Corporation Common Stock,US,IDR
GRES,IQ ARB Global Resources,US,USD
GREW,Greenworld Development Inc,US,USD
GREZF,"Gree Inc., Tokyo Ordinary Shares (Japan)",US,USD
GRF,"Eagle Capital Growth Fund, Inc.",US,USD
GRFBF,Greiffenberger AG,US,USD
GRFFF,GRUPO FINANCIERO BANAMEX SA DE CV CERTIFICADOS BURSATILES FIDUCIARIOS INMOBILIARIOS Ordinary Shar(Mexico),US,USD
GRFS,"Grifols, S.A. American Depositary Shares",US,USD
GRGCF,GEORGIA CAPITAL PLC Ord GBP0.0001 (United Kingdom),US,USD
GRGG,"Green For Energy, Inc. Common Stock",US,USD
GRGNF,Mako Mining Corp,US,USD
GRGR,"Green Energy Resources, Inc. Common Stock",US,USD
GRGSF,Grieg Seafood ASA Ordinary Shares (Norway),US,USD
GRGTF,Grainger PLC Ordinary Shares (United Kingdom),US,USD
GRHHQ,GreenHunter Resources Inc,US,USD
GRHI,Gold Rock Holdings Inc New Class A Common Stock,US,USD
GRHPQ,GreenHunter Resources Inc,US,USD
GRHY,"GREEN HYGIENICS, INC. Common Stock",US,USD
GRI,Galore Resources Inc,US,CAD
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,US,USD
GRIF,"Griffin Industrial Realty, Inc. (MD) Common Stock",US,USD
GRIL,"Muscle Maker, Inc Common Stock",US,USD
GRIN,Grindrod Shipping Holdings Ltd. Ordinary Shares,US,USD
GRJVF,Surge Copper Corp Ordinary Shares,US,USD
GRKGF,Greene King plc,US,USD
GRKZF,Greek Organisation of Football Prognostics S.A. Opap Ordinary Shares (Greece),US,USD
GRLB,"GL Brands, Inc. Common Stock",US,USD
GRLD,American Patriot Brands Inc,US,USD
GRLF,"Green Leaf Innovations, Inc. Common Stock",US,USD
GRLGF,"Greatland Gold PLC, London, Ordinary Shares  (United Kingdom)",US,USD
GRLL,Roadhouse Grill Inc.,US,USD
GRLT,"Grillit, Inc. Common Stock",US,USD
GRLVF,Group Eleven Res Corp Ordinary Shares (Canada),US,USD
GRMC,Goldrich Mining Company Common Stock,US,USD
GRME,GRME,US,USD
GRMM,"Grom Social Enterprises, Inc. Common Stock",US,USD
GRMN,Garmin Ltd. Common Stock (Switzerland),US,USD
GRMS,Green Energy Management Services Holdings Inc,US,USD
GRMWF,TPCO HLDG CORP WT EXP 01/15/2026 Warrant,US,USD
GRMY,Xtrackers Germany Equity ETF,US,USD
GRN,iPath Series B Carbon Exchange-Traded Notes,US,USD
GRNB,VanEck Vectors Green Bond ETF,US,USD
GRNBF,Greenbank Cap Inc Common Shares (Canada),US,USD
GRNCY,GRAINCORP LTD American Depositary Receipts - Unsponsored,US,USD
GRNDF,Nimble Holdings Company Limited,US,USD
GRNE,Green Endeavors Inc,US,USD
GRNF,GRN Holding Corporation Common Stock,US,USD
GRNH,"GreenGro Technologies, Inc. Common Stock",US,USD
GRNL,Greenlite Ventures Inc. Common Stock,US,USD
GRNNF,Grand City Pptys SA Ordinary Shares (Luxembourg),US,USD
GRNO,Green Oasis Envrnmntl Inc Common Stock,US,USD
GRNQ,Greenpro Capital Corp. Common Stock,US,USD
GRNTF,Barclays Bk PLC iPath Global Carbon ETN due 06/24/2038 (United Kingdom),US,USD
GRNV,GreenVision Acquisition Corp Common stock,US,USD
GRNVF,Gurunavi Inc.,US,USD
GRNVR,GreenVision Acquisition Corp Rights,US,USD
GRNVU,GreenVision Acquisition Corp Unit,US,USD
GRNVW,GreenVision Acquisition Corp Warrant,US,USD
GRNWF,Greenlane Renewables Inc Common Stock (Canada),US,USD
GRO,GrowMax Resources Corp,US,CAD
GRODF,GREEN ORGANIC DUTCHMAN HLDGS LTD  WT EXP 12/19/2022 Canada(CA ),US,USD
GROG,"GroGenesis, Inc. Common Stock",US,USD
GROLF,Petrotarg AB Ordinary Shares,US,USD
GROUF,Grafton Group plc Unit (Ireland),US,USD
GROUY,Grafton Group plc Unsponsored ADR representing Units (Ireland),US,USD
GROV,GroveWare Technologies Ltd,US,USD
GROW,"U.S. Global Investors, Inc. Class A Common Stock",US,USD
GRP U,GRANITE REAL ESTATE INVESTMENT TRUST,US,USD
GRPAF,Grupo Aeromexico SAB DE CV Ordinary Shares (Mexico),US,USD
GRPAQ,Grupo Aeromexico SAB DE CV Ordinary Shares (Mexico),US,USD
GRPBF,Grupo Lala SAB de CV Ordinary Shares (Mexico),US,USD
GRPEF,Graphene Nanochem Plc Shs (United Kingdom),US,USD
GRPFF,Grupo Televisa Cv Adr Ordinary Shares,US,USD
GRPH,Graphite Corp,US,USD
GRPI,"GRUPO International, Inc. Common Stock",US,USD
GRPLF,Group Lease Public Co. Ltd.,US,USD
GRPN,"Groupon, Inc. Common Stock",US,USD
GRPOF,GRUPO TRAXION S A B DE C V SHARES OF FINANCIAL GROUPS AND INDUSTRIAL RETAIL (Mexico),US,USD
GRPRF,GRUPO ROTOPLAS S A B DE C V ORDINARY SHARES (Mexico),US,USD
GRPS,"Gold River Productions, Inc. Common Stock",US,USD
GRPTF,GETLINK SE Ordinary Shares,US,USD
GRPTY,Getlink SE American Depositary Receipts - Unsponsored,US,USD
GRPV,FlooidCX Corp,US,USD
GRPX,"Greenplex Services, Inc Common Stock",US,USD
GRR,Grange Resources Ltd.,US,CHF
GRRB,GrandSouth Bancorporation (SC) Common Stock,US,USD
GRRBP,GrandSouth Bancorporation (SC) Series A Preferred Stock,US,USD
GRRDF,Grandvision NV Ordinary Shares (Netherlands),US,USD
GRRDY,Grandvision NV Unsponsored ADR (Netherlands),US,USD
GRRLF,"Grange Resources, Ltd. Ordinary Shares (Australia)",US,USD
GRRMF,"Gerresheimer Ag, Duesseldorf Ordinary shares (Germany)",US,USD
GRRMY,"Gerresheimer Ag, Duesseldorf American Depositary Shares (Unsponsored)(Federal Republic of Germany)",US,USD
GRRP,Granite Broadcasting Corporation Common New,US,USD
GRRTF,Greater Than AB Ordinary Shares  (Sweden),US,USD
GRSFF,Greencastle Resources Ltd Ordinary Shares (Canada),US,USD
GRSH,Gores Holdings Inc,US,USD
GRSHU,Gores Holdings III Inc,US,USD
GRSHW,Gores Holdings Inc,US,USD
GRSLF,GR SILVER MNG LTD Common Shares,US,USD
GRSO,"Grow Solutions Holdings, Inc. Common Stock",US,USD
GRSSF,Greencross Limited,US,USD
GRST,Ethema Health Corporation Common Stock,US,USD
GRSU,"Greenhouse Solutions, Inc. Common Stock",US,USD
GRSV,"Gores Holdings V, Inc. Common stock",US,USD
GRSVU,"Gores Holdings V, Inc. Unit",US,USD
GRSVW,"Gores Holdings V, Inc. Warrant",US,USD
GRSXY,Grasim Inds Ltd Ords 10par American Depositary Shares,US,USD
GRT,GreenPower Motor Company Inc,US,EUR
GRTD,"Gratitude Health, Inc. Common Stock",US,USD
GRTDD,"Home Bistro, Inc. Common Stock",US,USD
GRTNF,GREENTOWN SVC GROUP CO LTD Ordinary Shares,US,USD
GRTS,"Gritstone Oncology, Inc. Common Stock",US,USD
GRTSF,Athena Investments A/S,US,USD
GRTX,"Galera Therapeutics, Inc. Common Stock",US,USD
GRTYA,Guarnty Corporation Class A,US,USD
GRU,ELEMENTS Linked to the ICE BofAML Commodity Index eXtra Grains Total Return,US,USD
GRUA,Garuda Capital Corporation Common Stock,US,EUR
GRUB,GRUBHUB INC.,US,USD
GRUI,Grupo Resilient International Inc. Common Stock,US,USD
GRUPF,Fnac Darty SA Ordinary Shares,US,USD
GRUSF,Grown Rogue International Inc. Ordinary Shares,US,USD
GRVE,"Groove Botanicals, Inc. Common Stock",US,USD
GRVFF,Grenville Strategic Royalty Corp,US,USD
GRVGF,Garovaglio Y Zorraquin S.A.,US,USD
GRVVF,Grivalia Properties REIC,US,USD
GRVWF,Greatview Aseptic Packaging Company Ltd. Ordinary Shares (Cayman Islands),US,USD
GRVY,"GRAVITY Co., Ltd. American Depository Shares",US,USD
GRWC,"Grow Capital, Inc. Common Stock",US,USD
GRWCD,"Grow Capital, Inc. Common Stock",US,USD
GRWG,GrowGeneration Corp. Common Stock,US,USD
GRWIF,Chinook Tyee Industry Ltd,US,USD
GRWN,Barclays Bank PLC,US,USD
GRWPF,Growthpoint Properties Australia STAPLED SECURITY (Australia),US,USD
GRWTF,Great West Lifeco Inc 1st Pfd Shs Ser I (Canada),US,USD
GRWWF,Great Wall Pan Asia Hldgs Ltd Ordinary Shares (Bermuda),US,USD
GRWXF,Draper Esprit PLC Ordinary Shares (United Kingdom),US,USD
GRX,The Gabelli Healthcare & Wellness Trust,US,USD
GRX-A,Gabelli Healthcare & WellnessRx Trust,US,USD
GRX-ACL,The Gabelli Healthcare & wellness Trust 5.76% Series A Cumulative Preferred Shares Called,US,USD
GRX-B,The Gabelli Healthcare & Wellness Trust 5.875% Series B Cumulative Preferred Shares,US,USD
GRXMF,Marvel Gold Limited Ordinary Shares,US,USD
GRXXD,Graphite Energy Corp,US,CAD
GRXXF,Graphite Energy Corp Common Shares,US,USD
GRYCF,GRAYCLIFF EXPL LTD Common Stock (Canada),US,USD
GRYEF,"AU MIN AFRICA PTY, LTD. (South Africa)Common Stock",US,USD
GRYG,"Green Energy Group, Inc. Common Stock",US,USD
GRYIF,Gerry Webber International AG Ordinary Shares (Germany),US,USD
GRYIY,Gerry Weber International AG,US,USD
GRYN,Green Hygienics Holdings Inc. Common Stock,US,USD
GRYO,"Gryphon Resources, Inc. Common Stock",US,USD
GRYOD,Ameritrust Corporation Common Stock,US,USD
GRYRF,GEO ENERGY RES LTD Ordinary Shares (Singapore),US,USD
GRYW,Grayling Wireless USA Inc Common Stock,US,USD
GRZG,Grizzly Gold Corp,US,USD
GRZZP,Grizzly Energy LLC Preferred Series A,US,USD
GRZZU,"Grizzly Energy, LLC Series C Common Unit",US,USD
GS,Goldman Sachs Group Inc.,US,USD
GS-A,"Goldman Sachs Group, Inc. (The) Depositary shares",US,USD
GS-B,"Goldman Sachs Group, Inc.",US,USD
GS-BCL,"Goldman Sachs Group Depositary Shares (1/1000 Interest of 6.2% Non-Cum. Prfrd. Stock, Series B) Call",US,USD
GS-C,"Goldman Sachs Group Dep. Shares (1/1000 Int. of Floating Rate Non-Cum. Prfrd. Stk., Ser. C)",US,USD
